id,name,sku
1,AFGHANISTAN,01
2,AFRICA,02
3,ARGENTINA,03
4,AUSTRALIA,04
5,BALI,05
6,BRAZIL,06
7,CANADA,7
8,CHILI,8
9,CHINA,9
10,COLOMBIA,10
11,CZECH REPUBLIC,11
12,DOMINICAN REPUBLIC,12
13,EGYPT,13
14,GREENLAND,14
15,ICELAND,15
16,INDIA,16
17,INDONESIA,17
18,JAPAN,18
19,MADAGASCAR,19
20,MEXICO,20
21,MOROCCO,21
22,NORWAY,22
23,PAKISTAN,23
24,PERU,24
25,RUSSIA,25
26,SOUTH AFRICA,26
27,SPAIN,27
28,TANZANIA,28
29,TASMANIA,29
30,TURKEY,30
31,USA,31
32,Bhutan,32
