id,name,sku,variable,category_id
530,ANGEL,ANG,,GEMSTONES
531,ANGEL AURA,ANG,AUR,GEMSTONES
532,ANGELITE,ANGL,,GEMSTONES
533,"ANHYDRITE, PURPLE",ANH,PUR,GEMSTONES
534,ANTHOPHYLLITE WITH BIOTITE,ATHPLT,BITE,GEMSTONES
535,APATITE,APA,,GEMSTONES
536,"APATITE, BLUE",APA,BLU,GEMSTONES
537,"APATITE, GREEN",APA,GRN,GEMSTONES
538,"APATITE, YELLOW",APA,YLO,GEMSTONES
539,APOPHYLLITE,APO,,GEMSTONES
540,AQUAMARINE,AQA,,GEMSTONES
541,"ARAGONITE, BLUE",ARG,BLU,GEMSTONES
542,"ARAGONITE, BROWN",ARG,BRN,GEMSTONES
543,"ARAGONITE, PINK",ARG,PNK,GEMSTONES
544,"ARAGONITE, WHITE",ARG,WHT,GEMSTONES
545,ARFVEDSONITE,ARF,,GEMSTONES
546,ASSORTMENT,ASST,,GEMSTONES
547,ATLANTISITE (SERPENTINE AND STICHTITE),ATL,,GEMSTONES
548,"AURA, SODALITE",AUR,SDLT,GEMSTONES
549,AURALITE,AUR,,GEMSTONES
550,"AVENTURINE, BLUE",AVN,,GEMSTONES
551,"AVENTURINE, GOLDEN",AVN,GLDN,GEMSTONES
552,"AVENTURINE, GREEN",AVN,GRN,GEMSTONES
553,"AVENTURINE, GREEN/QUARTZ",AVN,GRNQTZ,GEMSTONES
554,"AVENTURINE, GREY",AVN,GRY,GEMSTONES
555,"AVENTURINE, HIMALAYAN RED GOLD",AVN,HMRG,GEMSTONES
556,"AVENTURINE, ORANGE",AVN,ORG,GEMSTONES
557,"AVENTURINE, PEACH",AVN,PCH,GEMSTONES
558,"AVENTURINE, RASPBERRY",AVN,RASPB,GEMSTONES
559,"AVENTURINE, RASPBERRY",AVE,,GEMSTONES
560,"AVENTURINE, RED",AVN,RED,GEMSTONES
561,"AVENTURINE, SILVER",AVN,SILV,GEMSTONES
562,"AVENTURINE, YELLOW",AVN,YLW,GEMSTONES
563,AXINITE,AXN,,GEMSTONES
564,AZEZTULITE,AZE,,GEMSTONES
565,AZURITE,AZU,,GEMSTONES
566,"AZURITE, LAVENDER",AZU,LAV,GEMSTONES
567,BARITE,BAR,,GEMSTONES
568,BERYL ,BRYL,,GEMSTONES
569,"BETA, BLACK",BET,BLK,GEMSTONES
570,BIRD STONE,BRDSTN,,GEMSTONES
571,BLOODSTONE,BLD,,GEMSTONES
572,"BLOODSTONE, AFRICAN",BLD,AFR,GEMSTONES
573,"BLOODSTONE, B",BLD,B,GEMSTONES
574,BRONZITE,BRZ,,GEMSTONES
575,BRONZITE,BRZT,,GEMSTONES
576,BROOKITE,BRK,,GEMSTONES
577,CABACHON,CAB,,GEMSTONES
578,"CACOXENITE, BLACK",CAX,BLK,GEMSTONES
579,CALCITE,CAL,,GEMSTONES
580,"CALCITE, AMBER",CAL,AMB,GEMSTONES
581,"CALCITE, AMBER OPTICAL",CAL,AMBOPT,GEMSTONES
582,"CALCITE, ARGENTIAN BLUE",CAL,AGBLU,GEMSTONES
583,"CALCITE, BLUE",CAL,BLU,GEMSTONES
584,"CALCITE, CITRINE",CAL,CIT,GEMSTONES
585,"CALCITE, COBALTO",CAL,COB,GEMSTONES
586,"CALCITE, HONEY",CAL,HON,GEMSTONES
587,"CALCITE, ICE CUBE",CAL,ICE,GEMSTONES
588,"CALCITE, LEMURIAN BLUE",CAL,LEMBLU,GEMSTONES
589,"CALCITE, MANGANO ",CAL,MNG,GEMSTONES
590,"CALCITE, OPTICAL",CAL,OPT,GEMSTONES
591,"CALCITE, ORANGE",CAL,ORN,GEMSTONES
592,"CALCITE, ORCHID",CAL,ORCH,GEMSTONES
593,"CALCITE, PAKISTANI PINK",CAL,PKSPNK,GEMSTONES
594,"CALCITE, PINK",CAL,PNK,GEMSTONES
595,CANCRONITE,CNR,,GEMSTONES
596,CARNELIAN ,CRN,,GEMSTONES
597,"CARNELIAN, BOTS. ",CRN,BOTS,GEMSTONES
598,CAT'S EYE,CTS,EYE,GEMSTONES
599,CAT'S EYE CHRYSOBERYL,CRY,CTS,GEMSTONES
600,CAVANSITE,CAVN,,GEMSTONES
601,CELESTITE,CLE,,GEMSTONES
602,CERULTIE,CER,,GEMSTONES
603,CHALCEDONY,CHAL,,GEMSTONES
604,"CHALCEDONY, GRAPE",CHAL,GRP,GEMSTONES
605,CHAROITE,CHR,,GEMSTONES
606,CHIASTOLITE,CHI,,GEMSTONES
607,CHRYSANTHEMUM,CHRYS,,GEMSTONES
608,CHRYSOBERYL/CHRYSOLITE,CRY,,GEMSTONES
609,CHRYSOCOLLA,CRS,,GEMSTONES
610,"CHRYSOCOLLA, B",CRS,,GEMSTONES
611,"CHRYSOCOLLA, C",CRS,C,GEMSTONES
612,CHRYSOPRASE,CRSP,,GEMSTONES
613,"CHRYSOPRASE,CHINA",CRSP,CHN,GEMSTONES
614,CIDERITE,CIDR,,GEMSTONES
615,"CIDERITE, YUKON",CIDR,YUK,GEMSTONES
616,CITRINE,CIT,,GEMSTONES
617,"CITRINE, AFRICAN",CIT,AFR,GEMSTONES
618,"CITRINE, B",CIT,B,GEMSTONES
619,"CITRINE, COGNAC",CIT,COG,GEMSTONES
620,"CITRINE, HYDRO",CIT,HYD,GEMSTONES
621,"CITRINE, INDIAN",CIT,IND,GEMSTONES
622,"CITRINE, LEMURIAN",CIT,LEM,GEMSTONES
623,"CITRINE, SMOKY",CIT,SMK,GEMSTONES
624,"CITRINE, ZEBRA",CIT,ZEB,GEMSTONES
625,CLINOHUMITE,CLNO,,GEMSTONES
626,COPPER,COPR,,GEMSTONES
627,"CORAL, RED",CRL,RDD,GEMSTONES
628,CRADLE OF HUMANKIND,COHK,,GEMSTONES
629,CRYSTAL,CRYS,,GEMSTONES
630,CUPRITE,CUP,,GEMSTONES
631,DALMATION,DAL,,GEMSTONES
632,DANBURITE,DNB,,GEMSTONES
633,"DANBURITE, GOLD",DNB,GLD,GEMSTONES
634,DIAMOND,DMD,,GEMSTONES
635,"DIAMOND, HERKIMER",DMD,HRK,GEMSTONES
636,DIOPSIDE,DPS,,GEMSTONES
637,DIOPTASE,DPT,,GEMSTONES
638,DRAGONSTONE,DRG,,GEMSTONES
639,DRAVITE,DRV,,GEMSTONES
640,DUMORTIERITE,DUMT,,GEMSTONES
641,EMERALD,EMRD,,GEMSTONES
642,EPIDOTE,EPD,,GEMSTONES
643,EUDIALYTE,EUD,,GEMSTONES
644,FACETED STONE,FACTD,STNE,GEMSTONES
645,"FELDSPAR, SILVER",FELD,SLV,GEMSTONES
646,FLUORITE,FLU,,GEMSTONES
647,"FLUORITE, CHINA",FLU,CHN,GEMSTONES
648,"FLUORITE, INDIGO",FLU,IND,GEMSTONES
649,"FLUORITE, PINK",FLU,PNK,GEMSTONES
650,"FLUORITE, PURPLE ",FLU,PUR,GEMSTONES
651,"FLUORITE, RAINBOW ",FLU,RNB,GEMSTONES
652,"FLUORITE, TEAL",FLU,TLE,GEMSTONES
653,"FLUORITE, YELLOW ",FLU,YLW,GEMSTONES
654,"FOSSIL, CRINOID",FSL,CRI,GEMSTONES
655,"FOSSIL, SEASHELL",FSL,SSHL,GEMSTONES
656,FUCHSITE,FUCTE,,GEMSTONES
657,GALAXITE,GLX,,GEMSTONES
658,GARNET,GARN,,GEMSTONES
659,GARNET IN MATRIX,GARN,MTX,GEMSTONES
660,"GARNET, ALMANDINE",GARN,ALM,GEMSTONES
661,"GARNET, BLACK (ALSO CALLED MELANITE)",GARN,MEL,GEMSTONES
662,"GARNET, CINNAMON (HESSONITE)",GARN,HES,GEMSTONES
663,"GARNET, GREEN",GARN,GRN,GEMSTONES
664,"GARNET, GREEN/ GROSSULARITE",GARN,GRS,GEMSTONES
665,"GARNET, GREEN/ UVAROVITE",GARN,UVA,GEMSTONES
666,"GARNET, ORANGE",GARN,ORG,GEMSTONES
667,"GARNET, RUBELlITE",GARN,RUB,GEMSTONES
668,GARNIERITE,GAR,,GEMSTONES
669,GENERATOR,GEN,,GEMSTONES
670,GIRASOL,GIR,,GEMSTONES
671,GLASS,GLSS,,GEMSTONES
672,GOETHITE,GOE,,GEMSTONES
673,"GOLDSTONE, ORANGE",GLDST,ORN,GEMSTONES
674,GOSHENITE,GHS,,GEMSTONES
675,GRANDIDIERITE,GRDRTE,,GEMSTONES
676,GUA SHA,GUA,,GEMSTONES
677,HEALERS GOLD,HEAL,GLDN,GEMSTONES
678,HEAMATOID,HMT,,GEMSTONES
679,HELIODOR,HEL,,GEMSTONES
680,HEMATITE,HEM,,GEMSTONES
681,"HEMATITE, MD",HEM,MD,GEMSTONES
682,HEMIMORPHITE,HEMI,,GEMSTONES
683,"HEMIMORPHITE, BLUE",HEMI,BLU,GEMSTONES
684,HERDERITE,HRD,,GEMSTONES
685,HERKIMER,HER,,GEMSTONES
686,"HESSONITE, ORANGE",HES,ORG,GEMSTONES
687,HEULANDITE,HEU,,GEMSTONES
688,"HEULANDITE, GREEN",HEU,GRN,GEMSTONES
689,HIMALAYAN SALT,HYM,SLT,GEMSTONES
690,HOWLITE,HOW,,GEMSTONES
691,HYALITE,HYA,,GEMSTONES
692,HYPERSTHENE,HYP,,GEMSTONES
693,IDOCRASE (VESUVIANITE) (VASONITE),IDO,,GEMSTONES
694,INFINITE,INF,,GEMSTONES
695,IOLITE (CORDIERITE),ILI,,GEMSTONES
696,JADE,JDE,,GEMSTONES
697,"JADE, AFRICAN",JDE,AFR,GEMSTONES
698,"JADE, MARBLED",JDE,MARB,GEMSTONES
699,"JADE, YELLOW",JDE,YLW,GEMSTONES
700,JASPER,JSP,,GEMSTONES
701,"JASPER, BLOODSTONE",JSP,BLD,GEMSTONES
702,"JASPER, BRECCIATED",JSP,BRC,GEMSTONES
703,"JASPER, BUMBLEBEE",JSP,BMB,GEMSTONES
704,"JASPER, GREEN",JSP,GRN,GEMSTONES
705,"JASPER, IBIS",JSP,IBS,GEMSTONES
706,"JASPER, KAMBABA (CROCODILE JASPER)",JSP,KMB,GEMSTONES
707,"JASPER, LEOPARDSKIN",JSP,LEO,GEMSTONES
708,"JASPER, MOOKAITE",JSP,MOK,GEMSTONES
709,"JASPER, NET",JSP,NET,GEMSTONES
710,"JASPER, NOREENA",JSP,NOR,GEMSTONES
711,"JASPER, OCEAN",JSP,OCN,GEMSTONES
712,"JASPER, PICASSO",JSP,PIC,GEMSTONES
713,"JASPER, PICTURE",JSP,PTR,GEMSTONES
714,"JASPER, RAINBOW",JSP,RNBW,GEMSTONES
715,"JASPER, RAINFOREST",JSP,RNF,GEMSTONES
716,"JASPER, RED",JSP,RED,GEMSTONES
717,"JASPER, RHYOLITE",JSP,RHY,GEMSTONES
718,"JASPER, SANSKRIT",JSP,SNSK,GEMSTONES
719,"JASPER, SARDONYX",JSP,SRD,GEMSTONES
720,"JASPER, SILVERLEAF",JSP,SLV,GEMSTONES
721,"JASPER, STAR",JSP,STR,GEMSTONES
722,"JASPER, UNAKITE",JSP,UNK,GEMSTONES
723,"JASPER, YELLOW",JSP,YLW,GEMSTONES
724,"JASPER, ZEBRA",JSP,ZEB,GEMSTONES
725,JEREMEJEVITE,JRM,,GEMSTONES
726,JET,JTT,,GEMSTONES
727,KAMMERERITE,KAM,,GEMSTONES
728,KUNZITE,KNZ,,GEMSTONES
729,KUNZITE (ALSO CALLED HIDDENITE),KNZ,GRN,GEMSTONES
730,KYANITE,KYN,,GEMSTONES
731,"KYANITE, BLACK",KYN,BLK,GEMSTONES
732,"KYANITE, BLUE",KYN,BLU,GEMSTONES
733,"KYANITE, GREEN ",KYN,GRN,GEMSTONES
734,"KYANITE, ORANGE",KYN,ORG,GEMSTONES
735,"KYANITE, RUBY",KYN,RBY,GEMSTONES
736,LABRADORITE,LAB,,GEMSTONES
737,LAMROPHYLLITE,LAM,,GEMSTONES
738,LAPIS,LAP,,GEMSTONES
739,LAPIS LAZULI,LAP,LAZ,GEMSTONES
740,LARIMAR,LAR,,GEMSTONES
741,LARVIKITE,LRV,,GEMSTONES
742,LAVA STONE,LAV,,GEMSTONES
743,LAZURITE,LAZT,,GEMSTONES
744,LEMURIAN ROOT CRYSTALS,LEM,RTCRYS,GEMSTONES
745,LEPIDOCROCITE,LPD,,GEMSTONES
746,LEPIDOLITE ,LEP,,GEMSTONES
747,"LEPIDOLITE, CHINA",LEP,CHN,GEMSTONES
748,"LEPIDOLITE, MUSHROOM (BUBBLE)",LEP,MUS,GEMSTONES
749,LIBYAN DESERT GLASS,LBYN,GLSS,GEMSTONES
750,LIMONITE,LIM,,GEMSTONES
751,LODESTONE,LOD,,GEMSTONES
752,"MAGNESITE, IVORY",MAG,IVY,GEMSTONES
753,MALACHITE,MAL,,GEMSTONES
754,"MALACHITE, STALAKTITE",MAL,STA,GEMSTONES
755,MALACUPRACOLLA,MCC,,GEMSTONES
756,MANDALA,MNDL,,GEMSTONES
757,MARBLED PICASSO,MRPC,,GEMSTONES
758,MARCASITE,MCSTE,,GEMSTONES
759,MERLINITE (CHALCEDONY, INDIGO GABRO),MRL,GEMSTONES
760,MICA,MIC,,GEMSTONES
761,MIMETITE,MIM,,GEMSTONES
762,MIXED STONES,MXS,,GEMSTONES
763,MOLDAVITE,MLD,,GEMSTONES
764,MONTEBRASITE,MNT,,GEMSTONES
765,MOOKAITE,MOOK,,GEMSTONES
766,MOONSTONE,MON,,GEMSTONES
767,"MOONSTONE, B",MON,B,GEMSTONES
768,"MOONSTONE, PEACH",MON,PCH,GEMSTONES
769,"MOONSTONE, RAINBOW",MON,RNB,GEMSTONES
770,"MOONSTONE, SILVER FLASH",MON,SLV,GEMSTONES
771,MORGANITE,MRG,,GEMSTONES
772,MOTHER OF PEARL,MOP,,GEMSTONES
773,MTOROLITE,MTO,,GEMSTONES
774,MUGGLESTONE,MGL,,GEMSTONES
775,NATROLITE,NAT,,GEMSTONES
776,NELLITE,NEL,,GEMSTONES
777,NUUMMITE ,NUM,,GEMSTONES
778,OBSIDIAN,OBS,,GEMSTONES
779,"OBSIDIAN, BLACK",OBS,BLK,GEMSTONES
780,"OBSIDIAN, BLUE",OBS,BLU,GEMSTONES
781,"OBSIDIAN, GOLDEN SHEEN",OBS,GLD,GEMSTONES
782,"OBSIDIAN, GREEN",OBS,GRN,GEMSTONES
783,"OBSIDIAN, MAHOGANY",OBS,MHGY,GEMSTONES
784,"OBSIDIAN, RAINBOW ",OBS,RNB,GEMSTONES
785,"OBSIDIAN, SILVER SHEEN ",OBS,SLV,GEMSTONES
786,"OBSIDIAN, SNOWFLAKE",OBS,SNWFLK,GEMSTONES
787,"OBSIDIAN, SNOWFLAKE MD",OBS,SNWMD,GEMSTONES
788,OKENITE,OKE,,GEMSTONES
789,ONYX,ONX,,GEMSTONES
790,"ONYX, AQUA",ONX,AQU,GEMSTONES
791,"ONYX, AQUA AND ROSE",ONX,AQURSE,GEMSTONES
792,"ONYX, BLUE (LEMURIAN BLUE ONYX)",ONX,LEMBLU,GEMSTONES
793,"ONYX, BLUE AQUA",ONX,BLU,GEMSTONES
794,"ONYX, GREEN/BLACK",ONX,GRNBLK,GEMSTONES
795,"ONYX, ORANGE",ONX,ORG,GEMSTONES
796,"ONYX, PINK BANDED",ONX,PNK,GEMSTONES
797,"ONYX, ROSE",ONX,RSE,GEMSTONES
798,"ONYX, RUSTIC",ONX,RUST,GEMSTONES
799,"ONYX, RUSTIC AQUA",ONX,RSTAQU,GEMSTONES
800,"ONYX, WHITE SAND",ONX,WHTSND,GEMSTONES
801,OPAL,OPL,,GEMSTONES
802,"OPAL, GREEN",OPL,GRN,GEMSTONES
803,"OPAL, MEXICAN FIRE",OPL,FIR,GEMSTONES
804,"OPAL, PINK",OPL,PNK,GEMSTONES
805,"OPAL, PINTADE",OPL,PNDE,GEMSTONES
806,"OPAL, YELLOW",OPL,YLW,GEMSTONES
807,OPALITE,OPLT,,GEMSTONES
808,"ORE, PEACOCK",PCK,,GEMSTONES
809,ORPIMENT,ORP,,GEMSTONES
810,OSUMILITE,OSML,,GEMSTONES
811,PEARL,PRL,,GEMSTONES
812,PERIDOT,PER,,GEMSTONES
813,PETALITE,PTA,,GEMSTONES
814,"PETALITE, PINK",PTA,PNK,GEMSTONES
815,PETRIFIED PALM ROOT,PET,PLM,GEMSTONES
816,PETRIFIED WOOD,PET,,GEMSTONES
817,"PETRIFIED WOOD, MADAGASCAR",PET,MADG,GEMSTONES
818,"PETRIFIED WOOD, PINK",PTWD,PNK,GEMSTONES
819,PHENAKITE (PHENACITE),PHN,,GEMSTONES
820,PHOENIX,PHX,,GEMSTONES
821,PIETERSITE,PRT,,GEMSTONES
822,"PIETERSITE, BLUE",PRT,BLU,GEMSTONES
823,PINOLITH,PINO,,GEMSTONES
824,POCKET ANGEL,ANG,PCKT,GEMSTONES
825,PRASIOLITE,PRS,,GEMSTONES
826,"PRASIOLITE, YELLOW",PRS,YLW,GEMSTONES
827,PREHNITE,PRE,,GEMSTONES
828,PREHNITE WITH EPIDOTE,PRE,EPD,GEMSTONES
829,PRESELI BLUESTONE,PRSBLU,,GEMSTONES
830,"PRESELI, STONEHENGE",PRS,STNH,GEMSTONES
831,PSILOMELANE,PSL,,GEMSTONES
832,PYRITE,PYRT,,GEMSTONES
833,QUANTUM OTTO,QNT,OTT,GEMSTONES
834,QUARTZ,QTZ,,GEMSTONES
835,"QUARTZ, AMPHIBOLE",QTZ,AMP,GEMSTONES
836,"QUARTZ, AQUA AURA",QTZ,AQA,GEMSTONES
837,"QUARTZ, AURA",QTZ,AURA,GEMSTONES
838,"QUARTZ, BLUE",QTZ,BLU,GEMSTONES
839,"QUARTZ, BLUE",QTZ,BLU,GEMSTONES
840,"QUARTZ, BLUE SMOKE",QTZ,BLSMK,GEMSTONES
841,"QUARTZ, CITRINE",QTZ,CIT,GEMSTONES
842,"QUARTZ, CITRINE B",QTZ,CITB,GEMSTONES
843,"QUARTZ, CLEAR",QTZ,CLR,GEMSTONES
844,"QUARTZ, ELESTIAL",QTZ,ELE,GEMSTONES
845,"QUARTZ, FADEN",QTZ,FAD,GEMSTONES
846,"QUARTZ, FENSTER",QTZ,FEN,GEMSTONES
847,"QUARTZ, FIRE ELESTIAL",QTZ,FIRELE,GEMSTONES
848,"QUARTZ, GARDEN (SHAMAN'S DREAM STONE; LODOLITE)",QTZ,SHM,GEMSTONES
849,"QUARTZ, GOLDEN HEALER",QTZ,GLDHLR,GEMSTONES
850,"QUARTZ, GREEN",QTZ,GRN,GEMSTONES
851,"QUARTZ, HEMATOID",QTZ,HEM,GEMSTONES
852,"QUARTZ, HIMALAYAN ",QTZ,HMLY,GEMSTONES
853,"QUARTZ, LAVENDER ROSE",QTZ,LAVRSE,GEMSTONES
854,"QUARTZ, LEMURIAN",QTZ,LEM,GEMSTONES
855,"QUARTZ, LEMURIAN LIGHT",QTZ,LEMLIT,GEMSTONES
856,"QUARTZ, LEMURIAN RED",QTZ,LEMRD,GEMSTONES
857,"QUARTZ, LITHIUM",QTZ,LIT,GEMSTONES
858,"QUARTZ, NIRVANA",QTZ,NRV,GEMSTONES
859,"QUARTZ, OPAL AURA (ANGEL AURA)",QTZ,OPLAUR,GEMSTONES
860,"QUARTZ, ORANGE OMBRE",QTZ,ORGOM,GEMSTONES
861,"QUARTZ, PETROLEUM",QTZ,PETR,GEMSTONES
862,"QUARTZ, PINK",QTZ,PNK,GEMSTONES
863,"QUARTZ, RED HEMATOID",QTZ,REDHEM,GEMSTONES
864,"QUARTZ, ROSE",QTZ,RSE,GEMSTONES
865,"QUARTZ, RUTILATED",QTZ,RUT,GEMSTONES
866,"QUARTZ, SATYALOKA",QTZ,SAT,GEMSTONES
867,"QUARTZ, SCEPTER",QTZ,SPT,GEMSTONES
868,"QUARTZ, SMOKY",QTZ,SMK,GEMSTONES
869,"QUARTZ, STRAWBERRY",QTZ,STR,GEMSTONES
870,"QUARTZ, SULFUR",QTZ,SLF,GEMSTONES
871,"QUARTZ, SUNSET AURA",QTZ,SST-ARA,GEMSTONES
872,"QUARTZ, TANGERINE",QTZ,TNG,GEMSTONES
873,"QUARTZ, TIBETAN",QTZ,TBT,GEMSTONES
874,"QUARTZ, TOURMALINATED",QTZ,TRM,GEMSTONES
875,"QUARTZ, TOURMALINATED AURA",QTZ,TRM-ARA,GEMSTONES
876,"QUARTZ, WATER",QTZ,WTR,GEMSTONES
877,"QUARTZ, WHITE",QTZ,WHT,GEMSTONES
878,"QUARTZ, YELLOW HEMATOID",QTZ,YLWHEM,GEMSTONES
879,QUE SERA,QSR,,GEMSTONES
880,RHODOCHROSITE,RHO,,GEMSTONES
881,"RHODOCHROSITE, BROWN",RHO,BRN,GEMSTONES
882,RHODONITE,RHDN,,GEMSTONES
883,"RHODONITE, CANADA",RHDN,CAN,GEMSTONES
884,RHYOLITE,RHI,,GEMSTONES
885,"RHYOLITE, RAINFOREST",RHI,RAIN,GEMSTONES
886,ROCK CRYSTAL,RCK,,GEMSTONES
887,ROSASITE ,RSA,,GEMSTONES
888,ROSEWOOD,RSWD,,GEMSTONES
889,RUBELLITE,RBL,,GEMSTONES
890,RUBY,RBY,,GEMSTONES
891,"RUBY, CORUNDUM",RBY,CRN,GEMSTONES
892,"RUBY, FELDSPAR",RBY,FELD,GEMSTONES
893,"RUBY, FUCHSITE",RBY,FUC,GEMSTONES
894,"SANDSTONE, GOLD",SSTN,GLD,GEMSTONES
895,SAPPHIRE,SAP,,GEMSTONES
896,"SAPPHIRE, BLACK",SAP,BLK,GEMSTONES
897,"SAPPHIRE, BLUE",SAP,BLU,GEMSTONES
898,"SAPPHIRE, YELLOW",SAP,YLW,GEMSTONES
899,SARDONYX,SRD,,GEMSTONES
900,SAUSSURITE ,SAU,,GEMSTONES
901,SCAPOLITE,SCA,,GEMSTONES
902,"SCAPOLITE, GOLDEN",SCA,GLD,GEMSTONES
903,"SCAPOLITE, PURPLE",SCA,PUR,GEMSTONES
904,SCOLECITE,SCL,,GEMSTONES
905,SELENITE,SEL,,GEMSTONES
906,"SELENITE, ORANGE",SEL,ONG,GEMSTONES
907,SEPTARIA,SEPT,,GEMSTONES
908,SERAPHINITE,SRA,,GEMSTONES
909,SERPENTINE,SRP,,GEMSTONES
910,"SERPENTINE, PINK",SRP,PNK,GEMSTONES
911,SHATTUKITE,SHT,,GEMSTONES
912,SHIVA LINGAM,SHV,LNG,GEMSTONES
913,"SHRILING GLASS, GREEN",SHGLS,GRN,GEMSTONES
914,SHUNGITE,SNG,,GEMSTONES
915,"SHUNGITE, ELITE",SNG,ELT,GEMSTONES
916,"SINGLE TERMINATE, WAND",STW,,GEMSTONES
917,SMAMATITE,SHM,,GEMSTONES
918,SMITHSONITE,SMT,,GEMSTONES
919,SODALITE,SDA,,GEMSTONES
920,"SODALITE, SUNSET",SDA,SUN,GEMSTONES
921,SPHALERITE,SPH,,GEMSTONES
922,SPHERE,SPHR,,GEMSTONES
923,SPINEL,SPN,,GEMSTONES
924,STICHTITE,STC,,GEMSTONES
925,STILBITE,STB,,GEMSTONES
926,"STONE, GREEN SPOT",STN,GRSP,GEMSTONES
927,"STONE, RED LINE",STN,RDLN,GEMSTONES
928,"STROMATOLITE, CHINA",STRM,CHN,GEMSTONES
929,SUGILITE,SUG,,GEMSTONES
930,SUNSTONE,SST,,GEMSTONES
931,"SUNSTONE, ILLUSION",SST,ILU,GEMSTONES
932,SUPER 7 (MELODY'S STONE),SUP7,,GEMSTONES
933,TANZANITE,TNZ,,GEMSTONES
934,TEKTITE,TKT,,GEMSTONES
935,"TEKTITE, LIBYAN GOLD",TKT,LIB,GEMSTONES
936,TERAHERTZ,THRZ,,GEMSTONES
937,TETRAHEDRON,TTHDRN,,GEMSTONES
938,THULITE,THU,,GEMSTONES
939,TIGER'S EYE,TGR,,GEMSTONES
940,"TIGER'S EYE, BLUE (HAWK EYE, FALCON EYE)",TGR,BLU,GEMSTONES
941,"TIGER'S EYE, GOLD",TGR,GLD,GEMSTONES
942,"TIGER'S EYE, GREEN",TGR,GRN,GEMSTONES
943,"TIGER'S EYE, RED",TGR,RED,GEMSTONES
944,"TIGRINA, STONE",TGST,,GEMSTONES
945,TOPAZ,TPZ,,GEMSTONES
946,"TOPAZ, IMPERIAL",TPZ,IMP,GEMSTONES
947,TOURMALINE,TOUR,,GEMSTONES
948,"TOURMALINE, BLACK",TOUR,BLK,GEMSTONES
949,"TOURMALINE, BLUE",TOUR,BLU,GEMSTONES
950,"TOURMALINE, GREEN",TOUR,GRN,GEMSTONES
951,"TOURMALINE, MIXED",TOUR,MXD,GEMSTONES
952,"TOURMALINE, ORANGE",TOUR,ONG,GEMSTONES
953,"TOURMALINE, PINK",TOUR,PNK,GEMSTONES
954,"TOURMALINE, PINK LEPIDOLITE IN QTZ",TOUR,PNKL,GEMSTONES
955,"TOURMALINE, WATERMELON",TOUR,WTRM,GEMSTONES
956,TREMOLITE,TRM,,GEMSTONES
957,TRIPLITE,TRPL,,GEMSTONES
958,TROLLEITE,TRLT,,GEMSTONES
959,TURQUOISE,TRQ,,GEMSTONES
960,UNAKITE,UNK,,GEMSTONES
961,VANADINITE,VND,,GEMSTONES
962,VARISCITE ,VRS,,GEMSTONES
963,VERDITE ,VRD,,GEMSTONES
964,VESUVIANITE,VES,,GEMSTONES
965,VIVIANITE,VIV,,GEMSTONES
966,WAGNERITE,WGNR,,GEMSTONES
967,ZEBRADORITE,ZBR,,GEMSTONES
968,ZEOLITES,ZEO,,GEMSTONES
969,ZIRCON (JACINTH),ZRC,,GEMSTONES
970,"ZOISITE, RUBY",ZOI,RBY,GEMSTONES
971,"TIGER'S EYE, BLUE (HAWK EYE, FALCON EYE)",TGR,BLU,GEMSTONES
972,"TIGER'S EYE, GOLD",TGR,GLD,GEMSTONES
973,"TIGER'S EYE, GREEN",TGR,GRN,GEMSTONES
974,"TIGER'S EYE, RED",TGR,RED,GEMSTONES
975,"TIGRINA, STONE",TGST,,GEMSTONES
976,TOPAZ,TPZ,,GEMSTONES
977,"TOPAZ, IMPERIAL",TPZ,IMP,GEMSTONES
978,TOURMALINE,TOUR,,GEMSTONES
979,"TOURMALINE, BLACK",TOUR,BLK,GEMSTONES
980,"TOURMALINE, BLUE",TOUR,BLU,GEMSTONES
981,"TOURMALINE, GREEN",TOUR,GRN,GEMSTONES
982,"TOURMALINE, MIXED",TOUR,MXD,GEMSTONES
983,"TOURMALINE, ORANGE",TOUR,ONG,GEMSTONES
984,"TOURMALINE, PINK",TOUR,PNK,GEMSTONES
985,"TOURMALINE, PINK LEPIDOLITE IN QTZ",TOUR,PNKL,GEMSTONES
986,"TOURMALINE, WATERMELON",TOUR,WTRM,GEMSTONES
987,TREMOLITE,TRM,,GEMSTONES
988,TRIPLITE,TRPL,,GEMSTONES
989,TROLLEITE,TRLT,,GEMSTONES
990,TURQUOISE,TRQ,,GEMSTONES
991,UNAKITE,UNK,,GEMSTONES
992,VANADINITE,VND,,GEMSTONES
993,VARISCITE ,VRS,,GEMSTONES
994,VERDITE ,VRD,,GEMSTONES
995,VESUVIANITE,VES,,GEMSTONES
996,VIVIANITE,VIV,,GEMSTONES
997,WAGNERITE,WGNR,,GEMSTONES
998,ZEBRADORITE,ZBR,,GEMSTONES
999,ZEOLITES,ZEO,,GEMSTONES
1000,ZIRCON (JACINTH),ZRC,,GEMSTONES
1001,"ZOISITE, RUBY",ZOI,RBY,GEMSTONES
1002,ACTINOLITE,ACT,,TUMBLED STONES
1003,AEGIRINE,AEG,,TUMBLED STONES
1004,AGATE,AGT,,TUMBLED STONES
1005,"AGATE, PATAGONIAN",AGT,PAT,TUMBLED STONES
1006,"AGATE, PINK",AGT,PNK,TUMBLED STONES
1007,"AGATE, PINK MOSS",AGT,PNKMS,TUMBLED STONES
