id,name,sku,variable,category_id
1441,TIGER'S EYE,TGR,,TUMBLED STONES
1442,"TIGER'S EYE, BLUE (HAWK EYE, FALCON EYE)",TGR,BLU,TUMBLED STONES
1443,"TIGER'S EYE, GOLD",TGR,GLD,TUMBLED STONES
1444,"TIGER'S EYE, GREEN",TGR,GRN,TUMBLED STONES
1445,"TIGER'S EYE, RED",TGR,RED,TUMBLED STONES
1446,"TIGRINA, STONE",TGST,,TUMBLED STONES
1447,TOPAZ,TPZ,,TUMBLED STONES
1448,"TOPAZ, IMPERIAL",TPZ,IMP,TUMBLED STONES
1449,TOURMALINE,TOUR,,TUMBLED STONES
1450,"TOURMALINE, BLACK",TOUR,BLK,TUMBLED STONES
1451,"TOURMALINE, BLUE",TOUR,BLU,TUMBLED STONES
1452,"TOURMALINE, GREEN",TOUR,GRN,TUMBLED STONES
1453,"TOURMALINE, MIXED",TOUR,MXD,TUMBLED STONES
1454,"TOURMALINE, ORANGE",TOUR,ONG,TUMBLED STONES
1455,"TOURMALINE, PINK",TOUR,PNK,TUMBLED STONES
1456,"TOURMALINE, PINK LEPIDOLITE IN QTZ",TOUR,PNKL,TUMBLED STONES
1457,"TOURMALINE, WATERMELON",TOUR,WTRM,TUMBLED STONES
1458,TREMOLITE,TRM,,TUMBLED STONES
1459,TRIPLITE,TRPL,,TUMBLED STONES
1460,TROLLEITE,TRLT,,TUMBLED STONES
1461,TURQUOISE,TRQ,,TUMBLED STONES
1462,UNAKITE,UNK,,TUMBLED STONES
1463,VANADINITE,VND,,TUMBLED STONES
1464,VARISCITE ,VRS,,TUMBLED STONES
1465,VERDITE ,VRD,,TUMBLED STONES
1466,VESUVIANITE,VES,,TUMBLED STONES
1467,VIVIANITE,VIV,,TUMBLED STONES
1468,WAGNERITE,WGNR,,TUMBLED STONES
1469,ZEBRADORITE,ZBR,,TUMBLED STONES
1470,ZEOLITES,ZEO,,TUMBLED STONES
1471,ZIRCON (JACINTH),ZRC,,TUMBLED STONES
1472,"ZOISITE, RUBY",ZOI,RBY,TUMBLED STONES
1473,TRIPLITE,TRPL,,TUMBLED STONES
1474,TROLLEITE,TRLT,,TUMBLED STONES
1475,TURQUOISE,TRQ,,TUMBLED STONES
1476,UNAKITE,UNK,,TUMBLED STONES
1477,VANADINITE,VND,,TUMBLED STONES
1478,VARISCITE ,VRS,,TUMBLED STONES
1479,VERDITE ,VRD,,TUMBLED STONES
1480,VESUVIANITE,VES,,TUMBLED STONES
1481,VIVIANITE,VIV,,TUMBLED STONES
1482,WAGNERITE,WGNR,,TUMBLED STONES
1483,ZEBRADORITE,ZBR,,TUMBLED STONES
1484,ZEOLITES,ZEO,,TUMBLED STONES
1485,ZIRCON (JACINTH),ZRC,,TUMBLED STONES
1486,"ZOISITE, RUBY",ZOI,RBY,TUMBLED STONES
1487,ALCHEMIST,ALCHM,,GIFT WITH PURCHASE
1488,BELL,BELL,,GIFT WITH PURCHASE
1489,BRACELET,BRAC,,GIFT WITH PURCHASE
1490,"BRACELET, CHIP",BRAC,CHIP,GIFT WITH PURCHASE
1491,"BURNER, INCENSE GLITTER WORK",INBRN,GLTTR,GIFT WITH PURCHASE
1492,DUO,DUO,,GIFT WITH PURCHASE
1493,EARRING,EARG,,GIFT WITH PURCHASE
1494,FLAMINGO EGG,FGO,EGG,GIFT WITH PURCHASE
1495,FLUORITE PERFUME BOTTLE,FLTE,PEF BTTLE,GIFT WITH PURCHASE
1496,HAIRPIN,HAIRPN,,GIFT WITH PURCHASE
1497,HEART,HRT,,GIFT WITH PURCHASE
1498,INCENSE,INC,,GIFT WITH PURCHASE
1499,KEYCHAIN,KEY,,GIFT WITH PURCHASE
1500,MABON STONE DUO,MAB,DUO,GIFT WITH PURCHASE
1501,MERKABA,MRKBA,,GIFT WITH PURCHASE
1502,NATURAL STONE,NAT,,GIFT WITH PURCHASE
1503,NECKLACE,NCKL,,GIFT WITH PURCHASE
1504,"NECKLACE, GEMSTONE",NCKL,GEM,GIFT WITH PURCHASE
1505,"NECKLACE, LARIAT",NCKL,LAR,GIFT WITH PURCHASE
1506,"NECKLACE, MALA",NCKL,MAL,GIFT WITH PURCHASE
1507,"NECKLACE, STERLING",NCKL,STER,GIFT WITH PURCHASE
1508,"OBELISK, MINI",OBLSK,MINI,GIFT WITH PURCHASE
1509,PENDANT,PNDT,,GIFT WITH PURCHASE
1510,"PENDANT, DRUZY",PNDT,DRZ,GIFT WITH PURCHASE
1511,PERFUME,PERF,,GIFT WITH PURCHASE
1512,QUARTZ POINT,QTZ,PNT,GIFT WITH PURCHASE
1513,RING,RING,,GIFT WITH PURCHASE
1514,SAGITTARIUS STONE DUO,SAG,DUO,GIFT WITH PURCHASE
1515,SOUL STAR CHAKRA STONE DUO,SOU,STA,GIFT WITH PURCHASE
1516,SPHERE,SPHR,,GIFT WITH PURCHASE
1517,"STICKERS, MAGICAL AF",STKR,MGCL,GIFT WITH PURCHASE
1518,STONE DUO,STN,DUO,GIFT WITH PURCHASE
1519,THROAT CHAKRA,THR,CHKR,GIFT WITH PURCHASE
1520,TUMBLED,TUM,,GIFT WITH PURCHASE
1521,TUMBLED STONE,TUM,,GIFT WITH PURCHASE
1522,WAND,WAND, ,GIFT WITH PURCHASE
1523,WISHING STONE TRIO,WISH,TRIO,GIFT WITH PURCHASE
1524,WONDERLAND,WDRL,,GIFT WITH PURCHASE
1525,ALCHEMIST,ALCHM,,GIFT WITH PURCHASE
1526,BELL,BELL,,GIFT WITH PURCHASE
1527,BRACELET,BRAC,,GIFT WITH PURCHASE
1528,"BRACELET, CHIP",BRAC,CHIP,GIFT WITH PURCHASE
1529,"BURNER, INCENSE GLITTER WORK",INBRN,GLTTR,GIFT WITH PURCHASE
1530,DUO,DUO,,GIFT WITH PURCHASE
1531,EARRING,EARG,,GIFT WITH PURCHASE
1532,FLAMINGO EGG,FGO,EGG,GIFT WITH PURCHASE
1533,FLUORITE PERFUME BOTTLE,FLTE,PEF BTTLE,GIFT WITH PURCHASE
1534,HAIRPIN,HAIRPN,,GIFT WITH PURCHASE
1535,HEART,HRT,,GIFT WITH PURCHASE
1536,INCENSE,INC,,GIFT WITH PURCHASE
1537,KEYCHAIN,KEY,,GIFT WITH PURCHASE
1538,MABON STONE DUO,MAB,DUO,GIFT WITH PURCHASE
1539,MERKABA,MRKBA,,GIFT WITH PURCHASE
1540,NATURAL STONE,NAT,,GIFT WITH PURCHASE
1541,NECKLACE,NCKL,,GIFT WITH PURCHASE
1542,"NECKLACE, GEMSTONE",NCKL,GEM,GIFT WITH PURCHASE
1543,"NECKLACE, LARIAT",NCKL,LAR,GIFT WITH PURCHASE
1544,"NECKLACE, MALA",NCKL,MAL,GIFT WITH PURCHASE
1545,"NECKLACE, STERLING",NCKL,STER,GIFT WITH PURCHASE
1546,"OBELISK, MINI",OBLSK,MINI,GIFT WITH PURCHASE
1547,PENDANT,PNDT,,GIFT WITH PURCHASE
1548,"PENDANT, DRUZY",PNDT,DRZ,GIFT WITH PURCHASE
1549,PERFUME,PERF,,GIFT WITH PURCHASE
1550,QUARTZ POINT,QTZ,PNT,GIFT WITH PURCHASE
1551,RING,RING,,GIFT WITH PURCHASE
1552,SAGITTARIUS STONE DUO,SAG,DUO,GIFT WITH PURCHASE
1553,SOUL STAR CHAKRA STONE DUO,SOU,STA,GIFT WITH PURCHASE
1554,SPHERE,SPHR,,GIFT WITH PURCHASE
1555,"STICKERS, MAGICAL AF",STKR,MGCL,GIFT WITH PURCHASE
1556,STONE DUO,STN,DUO,GIFT WITH PURCHASE
1557,THROAT CHAKRA,THR,CHKR,GIFT WITH PURCHASE
1558,TUMBLED,TUM,,GIFT WITH PURCHASE
1559,TUMBLED STONE,TUM,,GIFT WITH PURCHASE
1560,WAND,WAND, ,GIFT WITH PURCHASE
1561,WISHING STONE TRIO,WISH,TRIO,GIFT WITH PURCHASE
1562,WONDERLAND,WDRL,,GIFT WITH PURCHASE
1563,ALCHEMIST,ALCHM,,GIFT WITH PURCHASE
1564,BELL,BELL,,GIFT WITH PURCHASE
1565,BRACELET,BRAC,,GIFT WITH PURCHASE
1566,"BRACELET, CHIP",BRAC,CHIP,GIFT WITH PURCHASE
1567,"BURNER, INCENSE GLITTER WORK",INBRN,GLTTR,GIFT WITH PURCHASE
1568,DUO,DUO,,GIFT WITH PURCHASE
1569,EARRING,EARG,,GIFT WITH PURCHASE
1570,FLAMINGO EGG,FGO,EGG,GIFT WITH PURCHASE
1571,FLUORITE PERFUME BOTTLE,FLTE,PEF BTTLE,GIFT WITH PURCHASE
1572,HAIRPIN,HAIRPN,,GIFT WITH PURCHASE
1573,HEART,HRT,,GIFT WITH PURCHASE
1574,INCENSE,INC,,GIFT WITH PURCHASE
1575,KEYCHAIN,KEY,,GIFT WITH PURCHASE
1576,MABON STONE DUO,MAB,DUO,GIFT WITH PURCHASE
1577,MERKABA,MRKBA,,GIFT WITH PURCHASE
1578,NATURAL STONE,NAT,,GIFT WITH PURCHASE
1579,NECKLACE,NCKL,,GIFT WITH PURCHASE
1580,"NECKLACE, GEMSTONE",NCKL,GEM,GIFT WITH PURCHASE
1581,"NECKLACE, LARIAT",NCKL,LAR,GIFT WITH PURCHASE
1582,"NECKLACE, MALA",NCKL,MAL,GIFT WITH PURCHASE
1583,"NECKLACE, STERLING",NCKL,STER,GIFT WITH PURCHASE
1584,"OBELISK, MINI",OBLSK,MINI,GIFT WITH PURCHASE
1585,PENDANT,PNDT,,GIFT WITH PURCHASE
1586,"PENDANT, DRUZY",PNDT,DRZ,GIFT WITH PURCHASE
1587,PERFUME,PERF,,GIFT WITH PURCHASE
1588,QUARTZ POINT,QTZ,PNT,GIFT WITH PURCHASE
1589,RING,RING,,GIFT WITH PURCHASE
1590,"ACTIVATION GRID, CANVAS",CANV,ACTV,HOME DECOR
1591,"ALTER PLATE, BAMBOO",ALTPL,BAMB,HOME DECOR
1592,"ART, WALL CANVAS",ART,CANV,HOME DECOR
1593,"BELL, ALTAR",BEL,ALT,HOME DECOR
1594,"BELL, PEACOCK",BEL,PCK,HOME DECOR
1595,"BESOM, CINNAMON",BESM,CINNA,HOME DECOR
1596,"BOOK, BLESSINGS & RITUALS",BOOK,BLSSRIT,HOME DECOR
1597,"BOOK, CHAKRA GUID",BOOK,CHK,HOME DECOR
1598,"BOOK, MYTH & LEGEND",BOOK,MYTHLG,HOME DECOR
1599,BOWL,BWL,,HOME DECOR
1600,"BROOM, CINNAMON SCENTED",BRM,CINM,HOME DECOR
1601,"BURNER, CHARCOAL",BRNR,CHRCL,HOME DECOR
1602,"BURNER, INCENSE",INBRN,,HOME DECOR
1603,"BURNER, INCENSE BAKHOOR",INBRN,BKHR,HOME DECOR
1604,"BURNER, INCENSE COIL",INBRN,COIL,HOME DECOR
1605,"BURNER, INCENSE STICK",INBRN,STCK,HOME DECOR
1606,CAGE,CGE,,HOME DECOR
1607,CANDLE HOLDER,CNDL,HLD,HOME DECOR
1608,CANDLE HOLDER CROSS WITH CANDLE,CNDL,CRS,HOME DECOR
1609,CANDLE JAR,CNDL,JAR,HOME DECOR
1610,CANVAS,CANV,,HOME DECOR
1611,"CANVAS, MANTRA",CANV,MNTR,HOME DECOR
1612,"CASE, MEDICINE",CASE,MED,HOME DECOR
1613,"CASE, PERFUME",CASE,PERF,HOME DECOR
1614,CENTER,CEN,,HOME DECOR
1615,CHARGING PLATE,CHRG,PLT,HOME DECOR
1616,CHRISTMAS ORNAMENT,CHRS,ORN,HOME DECOR
1617,CHRISTMAS ORNAMENT,CHLCE,,HOME DECOR
1618,COASTERS,CST,,HOME DECOR
1619,"COFFIN BOX, ORGONITE ",CFFN,ORGO,HOME DECOR
1620,"CUP AND SAUCER, COFFEE",CFFE,CUPSCR,HOME DECOR
1621,DIAL WITH BLACK BETA,DIAL,,HOME DECOR
1622,DIFFUSER,DIF,,HOME DECOR
1623,DISH,DSH,,HOME DECOR
1624,DISPLAY,DSP,,HOME DECOR
1625,DISPLAY PILLOW,DSP,PLOW,HOME DECOR
1626,"DOOR HANGER, RUDAKSHA SEED",DRHNG,RUDA,HOME DECOR
1627,DREAM CATCHER,DRMCTH,,HOME DECOR
1628,"FEATHER, PEACOCK",FTHR,PCOCK,HOME DECOR
1629,FIGURINE,FGRN,,HOME DECOR
1630,"GLASSES, WINE",GLSS,WNE,HOME DECOR
1631,"GRID, ELEMENTAL MDF",GRID,LMNT,HOME DECOR
1632,GRIDDING BOARD,GRDBRD,,HOME DECOR
1633,"GRIDDING BOARD, FOIL",GRDBRD,FOI,HOME DECOR
1634,"GRIDDING BOARD, MIRRORED",GRDBRD,MIRR,HOME DECOR
1635,"GRIDDING BOARD, RAINBOW",GRDBRD,RNB,HOME DECOR
1636,"GRIDDING BOARD, WOOD",GRDBRD,WOOD,HOME DECOR
1637,"GRINDER, HERBS",GRDR,HRB,HOME DECOR
1638,GUARDIAN,GRDIAN,,HOME DECOR
1639,"HOLDER, INCENSE",INHLD,,HOME DECOR
1640,"JAR, CHIP STONE",JAR,CHP,HOME DECOR
1641,"JAR, DECORATIVE",JAR,DEC,HOME DECOR
1642,"JAR, OUD",JAR,OUD,HOME DECOR
1643,JEWLERY BOX WITH ROSETTE,JEWL,BOX,HOME DECOR
1644,JOURNAL,JRNL,,HOME DECOR
1645,JOURNAL SARI SILK,JRNL,SLKS,HOME DECOR
1646,"LAMP, CUBE TOWER",LMP,CUBTWR,HOME DECOR
1647,"LAMP, ROUND TOWER",LMP,RNDTOW,HOME DECOR
1648,MANDALA,MNDL,,HOME DECOR
1649,"MUG, SG CAULDRON ",MUG,CAUL,HOME DECOR
1650,"MUG, ZODIAC",MUG,CONST,HOME DECOR
1651,OIL DIFFUSER,DIF,OIL,HOME DECOR
1652,ORACLE CARDS,ORC,,HOME DECOR
1653,ORNAMENT,ORN,,HOME DECOR
1654,"PAN, INCENSE SMOKING",PAN,INCNS,HOME DECOR
1655,PEDESTAL ,PEDS,,HOME DECOR
1656,"PEDESTAL, WITH BUTTERFLY",PEDS,BTRFLY,HOME DECOR
1657,PENDULUM DRINKING GAME,PEND,GME,HOME DECOR
1658,PENDULUM VARIETY,PEND,VRTY,HOME DECOR
1659,PILLBOX,PILL,,HOME DECOR
1660,"PILLBOX, HEART",PILL,HRT,HOME DECOR
1661,"PILLBOX, ROUND",PILL,RND,HOME DECOR
1662,"PILLBOX, SQUARE",PILL,SQR,HOME DECOR
1663,"PILLBOX, WITH BUTTERFLY",PILL,BTRFLY,HOME DECOR
1664,"PILLBOX, WITH FAIRY",PILL,FAI,HOME DECOR
1665,PILLOW CASE,PLOW,CAS,HOME DECOR
1666,"PILLOW, DREAM",PLOW,DRM,HOME DECOR
1667,RAKU,RKU,,HOME DECOR
1668,ROUND TUBE,TBE,RND,HOME DECOR
1669,SAMPLE SET,SMPL,SET,HOME DECOR
1670,SET,SET,,HOME DECOR
1671,SHELL,SHEL,,HOME DECOR
1672,"SHELL, ABALONE",SHEL,ABL,HOME DECOR
1673,"SHELL, CONCH",SHEL,CNCH,HOME DECOR
1674,"SHELL, LION PAW",SHLL,LNPW,HOME DECOR
1675,"SHELL, TIGER COWRIE",SHEL,TGR-CWR,HOME DECOR
1676,"SPOON, SKULL",SPN,SKL,HOME DECOR
1677,STAMP,STMP,,HOME DECOR
1678,"STAND, SPHERE",STND,SPH,HOME DECOR
1679,STATUE,STA,,HOME DECOR
1680,STRING LIGHT,STRG,LGHT,HOME DECOR
1681,SUN CATCHER,SUN,CTCHR,HOME DECOR
1682,"TAG, HEART",TAG,HRT,HOME DECOR
1683,TRAY,TRAY,,HOME DECOR
1684,"TRAY, BAMBOO",TRAY,BAMB,HOME DECOR
1685,"TRAY, SHELL",TRAY,SHEL,HOME DECOR
1686,"TRAY, WOOD",TRAY,WOOD,HOME DECOR
1687,UNICORN,UNCR,,HOME DECOR
1688,WAND,WAND,,HOME DECOR
1689,"WAND, ANGEL",WAND,ANGL,HOME DECOR
1690,"WAND, GANESHA",WAND,GNSHA,HOME DECOR
1691,WHITE MOON WITH FAIRY,WHTMON,FAI,HOME DECOR
1692,WIND CHIME,WDCH,,HOME DECOR
1693,WINDOW,WIND,,HOME DECOR
1694,"WOOD BOWL, MAHOGANY",BWL,MOHA,HOME DECOR
1695,"WOODEN BOX 2.7X5.5""",CHST,WOOD,HOME DECOR
1696,"WOODEN BOX, MAHOGANY",BOX,MOHA,HOME DECOR
1697,WOODEN LANTERN,WOOD,LNTRN,HOME DECOR
1698,CHARM,CHRM,,JEWELRY
1699,CLASP,CLSP,,JEWELRY
1700,CUFF,CFF,,JEWELRY
1701,CUFF BANGLE,CFBNGLE,,JEWELRY
1702,EAR CUFF,EAR,CFF,JEWELRY
1703,EARRING,EARG,,JEWELRY
1704,EARRING & NECKLACE SET,EARNCKL,SET,JEWELRY
1705,GLD EARRINGS,GLD,EARG,JEWELRY
1706,HAIR STICK,HAIRSTCK,,JEWELRY
1707,HAIRPIN,HAIRPN,,JEWELRY
1708,JUMP RINGS,JMP,RNGS,JEWELRY
1709,KEYCHAIN,KCHN,,JEWELRY
1710,MANDALA,MNDL,,JEWELRY
1711,NECKLACE,NCKL,,JEWELRY
1712,NECKLACE & PENDANT,NCKL,PNDT,JEWELRY
1713,"NECKLACE, GEMSTONE",NCKL,GEM,JEWELRY
1714,"NECKLACE, LARIAT",NCKL,LAR,JEWELRY
1715,"NECKLACE, MALA",NCKL,MAL,JEWELRY
1716,"NECKLACE, STERLING",NCKL,STER,JEWELRY
1717,PENDANT,PNDT,,JEWELRY
1718,"PENDANT, MAGICIAN",PNDT,MGCN,JEWELRY
1719,PENDULUM,PDL,,JEWELRY
1720,PIN,PIN,,JEWELRY
1721,RING,RING,,JEWELRY
1722,RING W/ BRACELET,RING,BRC,JEWELRY
1723,"RING, STERLING SILVER",RING,STER,JEWELRY
1724,"RING, TOE",RING,TOE,JEWELRY
1725,SHANK,SHNK,,JEWELRY
1726,SILVER EARINGS,SLVR,EARG,JEWELRY
1727,STUD,STUD,,JEWELRY
1728,BOOK,BOOK,,MEDIA
1729,CANVAS ,CNVS,,MEDIA
1730,"CARDS, ORACLE",CRD,ORC,MEDIA
1731,JOURNAL,JRNL,,MEDIA
1732,JOURNAL SARI SILK,JRNL,SLKS,MEDIA
1733,"JOURNAL, DREAM",JRNL,DRM,MEDIA
1734,"JOURNAL, FALL",JRNL,FALL,MEDIA
1735,"JOURNAL, FULL MOON",JRNL,FULLMN,MEDIA
1736,"JOURNAL, HOLIDAY",JRNL,HLDAY,MEDIA
1737,"JOURNAL, MINI",JRNL,MINI,MEDIA
1738,"JOURNAL, NEW MOON INTENTION",JRNL,NMINT,MEDIA
1739,LABEL,LABL,,MEDIA
1740,"LABEL, PERFUME",LABL,PERF,MEDIA
1741,STICKER,STKR,,MEDIA
1742,ANCESTRAL,ANC,,MIST
1743,ARMOR PROTECTIVE,ARMR,,MIST
1744,COPAL,COP,,MIST
1745,GODDESS,GDDS,,MIST
1746,GOODBYE MONSTER,BYEMON,,MIST
1747,GRATITUDE,GRAT,,MIST
1748,HIGH FREQUENCY,HF,,MIST
1749,HOLY HOLY WATER,HLYHLY,,MIST
1750,INVISIBILITY,INVI,,MIST
1751,PALO-TIZER ,SANTZR,PALO,MIST
1752,PUMPKIN SPICE,PMK,SPC,MIST
1753,YULETIDE,YUL,,MIST
1754,ACTINOLITE,ACT,,NATURAL STONES
1755,AEGIRINE,AEG,,NATURAL STONES
1756,AGATE,AGT,,NATURAL STONES
1757,"AGATE, BAMBOO LEAF",AGT,BMLF,NATURAL STONES
1758,"AGATE, BLUE",AGT,BLU,NATURAL STONES
1759,"AGATE, BLUE LACE",AGT,BLCE,NATURAL STONES
1760,"AGATE, CHEETAH",AGT,CTA,NATURAL STONES
1761,"AGATE, CHERRY BLOSSOM",AGT,CHYBLM,NATURAL STONES
1762,"AGATE, CRAZY LACE",AGT,CRZLCE,NATURAL STONES
1763,"AGATE, DENDRITIC",AGT,DEND,NATURAL STONES
1764,"AGATE, FANCY",AGT,FNCY,NATURAL STONES
1765,"AGATE, FIRE",AGT,FRE,NATURAL STONES
1766,"AGATE, FLOWER ",AGT,FLW,NATURAL STONES
1767,"AGATE, IRIS",AGT,IRS,NATURAL STONES
1768,"AGATE, LAGUNA",AGT,LAG,NATURAL STONES
1769,"AGATE, MOOKAITE",AGT,MOK,NATURAL STONES
1770,"AGATE, MOSS",AGT,MSS,NATURAL STONES
1771,"AGATE, PATAGONIAN",AGT,PAT,NATURAL STONES
1772,"AGATE, PINK",AGT,PNK,NATURAL STONES
1773,"AGATE, PINK MOSS",AGT,PNKMS,NATURAL STONES
1774,"AGATE, SEIBER",AGT,SBR,NATURAL STONES
1775,"AGATE, TREE ",AGT,TRE,NATURAL STONES
1776,"AGATE, TURITELLA",AGT,TRTLA,NATURAL STONES
1777,"AGATE, VIOLET FLAME",AGT,VLTFLM,NATURAL STONES
1778,"AGATE, WHITE",AGT,WHT,NATURAL STONES
1779,AGATIZED CORAL,CRL,AGTZ,NATURAL STONES
1780,AMAZONITE,AMZ,,NATURAL STONES
1781,"AMAZONITE, BLUE",AMZ,BLU,NATURAL STONES
1782,"AMAZONITE, GREEN",AMZ,GRN,NATURAL STONES
1783,"AMAZONITE, YELLOW",AMZ,YLW,NATURAL STONES
1784,AMBER,AMB,,NATURAL STONES
1785,AMETHYST,AMT,,NATURAL STONES
1786,"AMETHYST, BANDED",AMT,BNDD,NATURAL STONES
1787,"AMETHYST, CHEVRON",AMT,CHV,NATURAL STONES
1788,"AMETHYST, DREAM",AMT,DRM,NATURAL STONES
1789,"AMETHYST, GREEN (PRASIOLITE)",AMT,GRN,NATURAL STONES
1790,"AMETHYST, PINK",AMT,PNK,NATURAL STONES
1791,"AMETHYST, PURPLE RAIN",AMT,PRP,NATURAL STONES
1792,"AMETHYST, SHANGAAN",AMT,SHN,NATURAL STONES
1793,"AMETHYST, VERA CRUZ ",AMT,VERCRZ,NATURAL STONES
1794,"AMETHYST, ZEBRA",AMT,ZBR,NATURAL STONES
1795,AMMONITE ,AMM,,NATURAL STONES
1796,AMORINITE,AMRNT,,NATURAL STONES
1797,ANCESTRALITE,ANS,,NATURAL STONES
1798,ANGEL,ANG,,NATURAL STONES
1799,ANGEL AURA,ANG,AUR,NATURAL STONES
1800,ANGELITE,ANGL,,NATURAL STONES
1801,"ANHYDRITE, PURPLE",ANH,PUR,NATURAL STONES
1802,ANTHOPHYLLITE WITH BIOTITE,ATHPLT,BITE,NATURAL STONES
1803,APATITE,APA,,NATURAL STONES
1804,"APATITE, BLUE",APA,BLU,NATURAL STONES
1805,"APATITE, GREEN",APA,GRN,NATURAL STONES
1806,"APATITE, YELLOW",APA,YLO,NATURAL STONES
1807,APOPHYLLITE,APO,,NATURAL STONES
1808,AQUAMARINE,AQA,,NATURAL STONES
1809,"ARAGONITE, BLUE",ARG,BLU,NATURAL STONES
1810,"ARAGONITE, BROWN",ARG,BRN,NATURAL STONES
1811,"ARAGONITE, PINK",ARG,PNK,NATURAL STONES
1812,"ARAGONITE, WHITE",ARG,WHT,NATURAL STONES
1813,ARFVEDSONITE,ARF,,NATURAL STONES
1814,ASSORTMENT,ASST,,NATURAL STONES
1815,ATLANTISITE (SERPENTINE AND STICHTITE),ATL,,NATURAL STONES
1816,"AURA, SODALITE",AUR,SDLT,NATURAL STONES
1817,AURALITE,AUR,,NATURAL STONES
1818,"AVENTURINE, BLUE",AVN,,NATURAL STONES
1819,"AVENTURINE, GOLDEN",AVN,GLDN,NATURAL STONES
1820,"AVENTURINE, GREEN",AVN,GRN,NATURAL STONES
1821,"AVENTURINE, GREEN/QUARTZ",AVN,GRNQTZ,NATURAL STONES
1822,"AVENTURINE, GREY",AVN,GRY,NATURAL STONES
1823,"AVENTURINE, HIMALAYAN RED GOLD",AVN,HMRG,NATURAL STONES
1824,"AVENTURINE, ORANGE",AVN,ORG,NATURAL STONES
1825,"AVENTURINE, PEACH",AVN,PCH,NATURAL STONES
1826,"AVENTURINE, RASPBERRY",AVN,RASPB,NATURAL STONES
1827,"AVENTURINE, RASPBERRY",AVE,,NATURAL STONES
1828,"AVENTURINE, RED",AVN,RED,NATURAL STONES
1829,"AVENTURINE, SILVER",AVN,SILV,NATURAL STONES
1830,"AVENTURINE, YELLOW",AVN,YLW,NATURAL STONES
1831,AXINITE,AXN,,NATURAL STONES
1832,AZEZTULITE,AZE,,NATURAL STONES
1833,AZURITE,AZU,,NATURAL STONES
1834,"AZURITE, LAVENDER",AZU,LAV,NATURAL STONES
1835,BARITE,BAR,,NATURAL STONES
1836,BERYL ,BRYL,,NATURAL STONES
1837,"BETA, BLACK",BET,BLK,NATURAL STONES
1838,BIRD STONE,BRDSTN,,NATURAL STONES
1839,BLOODSTONE,BLD,,NATURAL STONES
1840,"BLOODSTONE, AFRICAN",BLD,AFR,NATURAL STONES
1841,"BLOODSTONE, B",BLD,B,NATURAL STONES
1842,BRONZITE,BRZ,,NATURAL STONES
1843,BRONZITE,BRZT,,NATURAL STONES
1844,BROOKITE,BRK,,NATURAL STONES
1845,CABACHON,CAB,,NATURAL STONES
1846,"CACOXENITE, BLACK",CAX,BLK,NATURAL STONES
1847,CALCITE,CAL,,NATURAL STONES
1848,"CALCITE, AMBER",CAL,AMB,NATURAL STONES
1849,"CALCITE, AMBER OPTICAL",CAL,AMBOPT,NATURAL STONES
1850,"CALCITE, ARGENTIAN BLUE",CAL,AGBLU,NATURAL STONES
1851,"CALCITE, BLUE",CAL,BLU,NATURAL STONES
1852,"CALCITE, CITRINE",CAL,CIT,NATURAL STONES
1853,"CALCITE, COBALTO",CAL,COB,NATURAL STONES
1854,"CALCITE, HONEY",CAL,HON,NATURAL STONES
1855,"CALCITE, ICE CUBE",CAL,ICE,NATURAL STONES
1856,"CALCITE, LEMURIAN BLUE",CAL,LEMBLU,NATURAL STONES
1857,"CALCITE, MANGANO ",CAL,MNG,NATURAL STONES
1858,"CALCITE, OPTICAL",CAL,OPT,NATURAL STONES
1859,"CALCITE, ORANGE",CAL,ORN,NATURAL STONES
1860,"CALCITE, ORCHID",CAL,ORCH,NATURAL STONES
1861,"CALCITE, PAKISTANI PINK",CAL,PKSPNK,NATURAL STONES
1862,"CALCITE, PINK",CAL,PNK,NATURAL STONES
1863,CANCRONITE,CNR,,NATURAL STONES
1864,CARNELIAN ,CRN,,NATURAL STONES
1865,"CARNELIAN, BOTS. ",CRN,BOTS,NATURAL STONES
1866,CAT'S EYE,CTS,EYE,NATURAL STONES
1867,CAT'S EYE CHRYSOBERYL,CRY,CTS,NATURAL STONES
1868,CAVANSITE,CAVN,,NATURAL STONES
1869,CELESTITE,CLE,,NATURAL STONES
1870,CERULTIE,CER,,NATURAL STONES
1871,CHALCEDONY,CHAL,,NATURAL STONES
1872,"CHALCEDONY, GRAPE",CHAL,GRP,NATURAL STONES
1873,CHAROITE,CHR,,NATURAL STONES
1874,CHIASTOLITE,CHI,,NATURAL STONES
1875,CHRYSANTHEMUM,CHRYS,,NATURAL STONES
1876,CHRYSOBERYL/CHRYSOLITE,CRY,,NATURAL STONES
1877,CHRYSOCOLLA,CRS,,NATURAL STONES
1878,"CHRYSOCOLLA, B",CRS,,NATURAL STONES
1879,"CHRYSOCOLLA, C",CRS,C,NATURAL STONES
1880,CHRYSOPRASE,CRSP,,NATURAL STONES
1881,"CHRYSOPRASE,CHINA",CRSP,CHN,NATURAL STONES
1882,CIDERITE,CIDR,,NATURAL STONES
1883,"CIDERITE, YUKON",CIDR,YUK,NATURAL STONES
1884,CITRINE,CIT,,NATURAL STONES
1885,"CITRINE, AFRICAN",CIT,AFR,NATURAL STONES
1886,"CITRINE, B",CIT,B,NATURAL STONES
1887,"CITRINE, COGNAC",CIT,COG,NATURAL STONES
